Rainfall(mm),Humidity(%),Temperature(C),Flood Occurred
85,76,19,0
85,76,22,0
85,76,25,0
85,76,28,0
85,76,31,0
85,76,34,0
85,76,37,0
85,76,40,0
85,76,43,0
85,77,15,0
85,80,16,0
85,80,19,0
85,80,22,0
85,80,25,0
85,80,28,0
85,80,31,0
85,80,34,0
85,80,37,0
85,80,40,0
85,80,43,0
85,81,15,0
85,84,16,0
85,84,19,0
85,84,22,0
85,84,25,0
85,84,28,0
85,84,31,0
85,84,34,0
85,84,37,0
85,84,40,0
85,84,43,0
85,85,15,0
85,88,16,0
85,88,19,0
85,88,22,0
85,88,25,0
85,88,28,0
85,88,31,0
85,88,34,0
85,88,37,0
85,88,40,0
85,88,43,0
85,89,15,0
85,92,16,0
85,92,19,0
85,92,22,0
85,92,25,0
85,92,28,0
85,92,31,0
85,92,34,0
85,92,37,0
85,92,40,0
85,92,43,0
85,93,15,0
85,96,16,0
85,96,19,0
85,96,22,0
85,96,25,0
85,96,28,0
85,96,31,0
85,96,34,0
85,96,37,0
85,96,40,0
85,96,43,0
85,97,15,0
85,100,16,0
85,100,19,0
85,100,22,0
85,100,25,0
85,100,28,0
85,100,31,0
85,100,34,0
85,100,37,0
85,100,40,0
85,100,43,0
86,30,15,0
90,32,16,0
90,32,19,0
90,32,22,0
90,32,25,0
90,32,28,0
90,32,31,0
90,32,34,0
90,32,37,0
90,32,40,0
90,32,43,0
90,33,15,0
90,36,16,0
90,36,19,0
90,36,22,0
90,36,25,0
90,36,28,0
90,36,31,0
90,36,34,0
90,36,37,0
90,36,40,0
90,36,43,0
90,37,15,0
90,40,16,0
90,40,19,0
90,40,22,0
90,40,25,0
90,40,28,0
90,40,31,0
90,40,34,0
90,40,37,0
90,40,40,0
90,40,43,0
90,41,15,0
90,44,16,0
90,44,19,0
90,44,22,0
90,44,25,0
90,44,28,0
90,44,31,0
90,44,34,0
90,44,37,0
90,44,40,0
90,44,43,0
90,45,15,0
90,48,16,0
90,48,19,0
90,48,22,0
90,48,25,0
90,48,28,0
90,48,31,0
90,48,34,0
90,48,37,0
90,48,40,0
90,48,43,0
90,49,15,0
90,52,16,0
90,52,19,0
90,52,22,0
90,52,25,0
90,52,28,0
90,52,31,0
90,52,34,0
90,52,37,0
90,52,40,0
90,52,43,0
90,53,15,0
90,56,16,0
90,56,19,0
90,56,22,0
90,56,25,0
90,56,28,0
90,56,31,0
90,56,34,0
90,56,37,0
90,56,40,0
90,56,43,0
90,57,15,0
90,60,16,0
90,60,19,0
90,60,22,0
90,60,25,0
90,60,28,0
90,60,31,0
90,60,34,0
90,60,37,0
90,60,40,0
90,60,43,0
90,61,15,0
90,64,16,0
90,64,19,0
90,64,22,0
90,64,25,0
90,64,28,0
90,64,31,0
90,64,34,0
90,64,37,0
90,64,40,0
90,64,43,0
90,65,15,0
90,68,16,0
90,68,19,0
90,68,22,0
90,68,25,0
90,68,28,0
90,68,31,0
90,68,34,0
90,68,37,0
90,68,40,0
90,68,43,0
90,69,15,0
90,72,16,0
90,72,19,0
90,72,22,0
90,72,25,0
90,72,28,0
90,72,31,0
90,72,34,0
90,72,37,0
90,72,40,0
90,72,43,0
90,73,15,0
90,76,16,0
90,76,19,0
90,76,22,0
90,76,25,0
90,76,28,0
90,76,31,0
90,76,34,0
90,76,37,0
90,76,40,0
90,76,43,0
90,77,15,0
90,80,16,0
90,80,19,0
90,80,22,0
90,80,25,0
90,80,28,0
90,80,31,0
90,80,34,0
90,80,37,0
90,80,40,0
90,80,43,0
90,81,15,0
90,84,16,0
90,84,19,0
90,84,22,0
90,84,25,0
90,84,28,0
90,84,31,0
90,84,34,0
90,84,37,0
90,84,40,0
90,84,43,0
90,85,15,0
90,88,16,0
90,88,19,0
90,88,22,0
90,88,25,0
90,88,28,0
90,88,31,0
90,88,34,0
90,88,37,0
90,88,40,0
90,88,43,0
90,89,15,0
90,92,16,0
90,92,19,0
90,92,22,0
90,92,25,0
90,92,28,0
90,92,31,0
90,92,34,0
90,92,37,0
90,92,40,0
90,92,43,0
90,93,15,0
90,96,16,0
90,96,19,0
90,96,22,0
90,96,25,0
90,96,28,0
90,96,31,0
90,96,34,0
90,96,37,0
90,96,40,0
90,96,43,0
90,97,15,0
90,100,16,0
90,100,19,0
90,100,22,0
90,100,25,0
90,100,28,0
90,100,31,0
90,100,34,0
90,100,37,0
90,100,40,0
90,100,43,0
91,30,15,0
95,32,16,0
95,32,19,0
95,32,22,0
95,32,25,0
95,32,28,0
95,32,31,0
95,32,34,0
95,32,37,0
95,32,40,0
95,32,43,0
95,33,15,0
95,36,16,0
95,36,19,0
95,36,22,0
95,36,25,0
95,36,28,0
95,36,31,0
95,36,34,0
95,36,37,0
95,36,40,0
95,36,43,0
95,37,15,0
95,40,16,0
95,40,19,0
95,40,22,0
95,40,25,0
95,40,28,0
95,40,31,0
95,40,34,0
95,40,37,0
95,40,40,0
95,40,43,0
95,41,15,0
95,44,16,0
95,44,19,0
95,44,22,0
95,44,25,0
95,44,28,0
95,44,31,0
95,44,34,0
95,44,37,0
95,44,40,0
95,44,43,0
95,45,15,0
95,48,16,0
95,48,19,0
95,48,22,0
95,48,25,0
95,48,28,0
95,48,31,0
95,48,34,0
95,48,37,0
95,48,40,0
95,48,43,0
95,49,15,0
95,52,16,0
95,52,19,0
95,52,22,0
95,52,25,0
95,52,28,0
95,52,31,0
95,52,34,0
95,52,37,0
95,52,40,0
95,52,43,0
95,53,15,0
95,56,16,0
95,56,19,0
95,56,22,0
95,56,25,0
95,56,28,0
95,56,31,0
95,56,34,0
95,56,37,0
95,56,40,0
95,56,43,0
95,57,15,0
95,60,16,0
95,60,19,0
95,60,22,0
95,60,25,0
95,60,28,0
95,60,31,0
95,60,34,0
95,60,37,0
95,60,40,0
95,60,43,0
95,61,15,0
95,64,16,0
95,64,19,0
95,64,22,0
95,64,25,0
95,64,28,0
95,64,31,0
95,64,34,0
95,64,37,0
95,64,40,0
95,64,43,0
95,65,15,0
95,68,16,0
95,68,19,0
95,68,22,0
95,68,25,0
95,68,28,0
95,68,31,0
95,68,34,0
95,68,37,0
95,68,40,0
95,68,43,0
95,69,15,0
95,72,16,0
95,72,19,0
95,72,22,0
95,72,25,0
95,72,28,0
95,72,31,0
95,72,34,0
95,72,37,0
95,72,40,0
95,72,43,0
95,73,15,0
95,76,16,0
95,76,19,0
95,76,22,0
95,76,25,0
95,76,28,0
95,76,31,0
95,76,34,0
95,76,37,0
95,76,40,0
95,76,43,0
95,77,15,0
95,80,16,0
95,80,19,0
95,80,22,0
95,80,25,0
95,80,28,0
95,80,31,0
95,80,34,0
95,80,37,0
95,80,40,0
95,80,43,0
95,81,15,0
95,84,16,0
95,84,19,0
95,84,22,0
95,84,25,0
95,84,28,0
95,84,31,0
95,84,34,0
95,84,37,0
95,84,40,0
95,84,43,0
95,85,15,0
95,88,16,0
95,88,19,0
95,88,22,0
95,88,25,0
95,88,28,0
95,88,31,0
95,88,34,0
95,88,37,0
95,88,40,0
95,88,43,0
95,89,15,0
95,92,16,0
95,92,19,0
95,92,22,0
95,92,25,0
95,92,28,0
95,92,31,0
95,92,34,0
95,92,37,0
95,92,40,0
95,92,43,0
95,93,15,0
95,96,16,0
95,96,19,0
95,96,22,0
95,96,25,0
95,96,28,0
95,96,31,0
95,96,34,0
95,96,37,0
95,96,40,0
95,96,43,0
95,97,15,0
95,100,16,0
95,100,19,0
95,100,22,0
95,100,25,0
95,100,28,0
95,100,31,0
95,100,34,0
95,100,37,0
95,100,40,0
95,100,43,0
96,30,15,0
100,32,16,0
100,32,19,0
100,32,22,0
100,32,25,0
100,32,28,0
100,32,31,0
100,32,34,0
100,32,37,0
100,32,40,0
100,32,43,0
100,33,15,0
100,36,16,0
100,36,19,0
100,36,22,0
100,36,25,0
100,36,28,0
100,36,31,0
100,36,34,0
100,36,37,0
100,36,40,0
100,36,43,0
100,37,15,0
100,40,16,0
100,40,19,0
100,40,22,0
100,40,25,0
100,40,28,0
100,40,31,0
100,40,34,0
100,40,37,0
100,40,40,0
100,40,43,0
100,41,15,0
100,44,16,0
100,44,19,0
100,44,22,0
100,44,25,0
100,44,28,0
100,44,31,0
100,44,34,0
100,44,37,0
100,44,40,0
100,44,43,0
100,45,15,0
100,48,16,0
100,48,19,0
100,48,22,0
100,48,25,0
100,48,28,0
100,48,31,0
100,48,34,0
100,48,37,0
100,48,40,0
100,48,43,0
100,49,15,0
100,52,16,0
100,52,19,0
100,52,22,0
100,52,25,0
100,52,28,0
100,52,31,0
100,52,34,0
100,52,37,0
100,52,40,0
100,52,43,0
100,53,15,0
100,56,16,0
100,56,19,0
100,56,22,0
100,56,25,0
100,56,28,0
100,56,31,0
100,56,34,0
100,56,37,0
100,56,40,0
100,56,43,0
100,57,15,0
100,60,16,0
100,60,19,0
100,60,22,0
100,60,25,0
100,60,28,0
100,60,31,0
100,60,34,0
100,60,37,0
100,60,40,0
100,60,43,0
100,61,15,0
100,64,16,0
100,64,19,0
100,64,22,0
100,64,25,0
100,64,28,0
100,64,31,0
100,64,34,0
100,64,37,0
100,64,40,0
100,64,43,0
100,65,15,0
100,68,16,0
100,68,19,0
100,68,22,0
100,68,25,0
100,68,28,0
100,68,31,0
100,68,34,0
100,68,37,0
100,68,40,0
100,68,43,0
100,69,15,0
100,72,16,0
100,72,19,0
100,72,22,0
100,72,25,0
100,72,28,0
100,72,31,0
100,72,34,0
100,72,37,0
100,72,40,0
100,72,43,0
100,73,15,0
100,76,16,0
100,76,19,0
100,76,22,0
100,76,25,0
100,76,28,0
100,76,31,0
100,76,34,0
100,76,37,0
100,76,40,0
100,76,43,0
100,77,15,0
100,80,16,0
100,80,19,0
100,80,22,0
100,80,25,0
100,80,28,0
100,80,31,0
100,80,34,0
100,80,37,0
100,80,40,0
100,80,43,0
100,81,15,0
100,84,16,0
100,84,19,0
100,84,22,0
100,84,25,0
100,84,28,0
100,84,31,0
100,84,34,0
100,84,37,0
100,84,40,0
100,84,43,0
100,85,15,0
100,88,16,0
100,88,19,0
100,88,22,0
100,88,25,0
100,88,28,0
100,88,31,0
100,88,34,0
100,88,37,0
100,88,40,0
100,88,43,0
100,89,15,0
100,92,16,0
100,92,19,0
100,92,22,0
100,92,25,0
100,92,28,0
100,92,31,0
100,92,34,0
100,92,37,0
100,92,40,0
100,92,43,0
100,93,15,0
100,96,16,0
100,96,19,0
100,96,22,0
100,96,25,0
100,96,28,0
100,96,31,0
100,96,34,0
100,96,37,0
100,96,40,0
100,96,43,0
100,97,15,0
100,100,16,0
100,100,19,0
100,100,22,0
100,100,25,0
100,100,28,0
100,100,31,0
100,100,34,0
100,100,37,0
100,100,40,0
100,100,43,0
101,30,15,0
105,32,16,0
105,32,19,0
105,32,22,0
105,32,25,0
105,32,28,0
105,32,31,0
105,32,34,0
105,32,37,0
105,32,40,0
105,32,43,0
105,33,15,0
105,36,16,0
105,36,19,0
105,36,22,0
105,36,25,0
105,36,28,0
105,36,31,0
105,36,34,0
105,36,37,0
105,36,40,0
105,36,43,0
105,37,15,0
105,40,16,0
105,40,19,0
105,40,22,0
105,40,25,0
105,40,28,0
105,40,31,0
105,40,34,0
105,40,37,0
105,40,40,0
105,40,43,0
105,41,15,0
105,44,16,0
105,44,19,0
105,44,22,0
105,44,25,0
105,44,28,0
105,44,31,0
105,44,34,0
105,44,37,0
105,44,40,0
105,44,43,0
105,45,15,0
105,48,16,0
105,48,19,0
105,48,22,0
105,48,25,0
105,48,28,0
105,48,31,0
105,48,34,0
105,48,37,0
105,48,40,0
105,48,43,0
105,49,15,0
105,52,16,0
105,52,19,0
105,52,22,0
105,52,25,0
105,52,28,0
105,52,31,0
105,52,34,0
105,52,37,0
105,52,40,0
105,52,43,0
105,53,15,0
105,56,16,0
105,56,19,0
105,56,22,0
105,56,25,0
105,56,28,0
105,56,31,0
105,56,34,0
105,56,37,0
105,56,40,0
105,56,43,0
105,57,15,0
105,60,16,0
105,60,19,0
105,60,22,0
105,60,25,0
105,60,28,0
105,60,31,0
105,60,34,0
105,60,37,0
105,60,40,0
105,60,43,0
105,61,15,0
105,64,16,0
105,64,19,0
105,64,22,0
105,64,25,0
105,64,28,0
105,64,31,0
105,64,34,0
105,64,37,0
105,64,40,0
105,64,43,0
105,65,15,0
105,68,16,0
105,68,19,0
105,68,22,0
105,68,25,0
105,68,28,0
105,68,31,0
105,68,34,0
105,68,37,0
105,68,40,0
105,68,43,0
105,69,15,0
105,72,16,0
105,72,19,0
105,72,22,0
105,72,25,0
105,72,28,0
105,72,31,0
105,72,34,0
105,72,37,0
105,72,40,0
105,72,43,0
105,73,15,0
105,76,16,0
105,76,19,0
105,76,22,0
105,76,25,0
105,76,28,0
105,76,31,0
105,76,34,0
105,76,37,0
105,76,40,0
105,76,43,0
105,77,15,0
105,80,16,0
105,80,19,0
105,80,22,0
105,80,25,0
105,80,28,0
105,80,31,0
105,80,34,0
105,80,37,0
105,80,40,0
105,80,43,0
105,81,15,0
105,84,16,0
105,84,19,0
105,84,22,0
105,84,25,0
105,84,28,0
105,84,31,0
105,84,34,0
105,84,37,0
105,84,40,0
105,84,43,0
105,85,15,0
105,88,16,0
105,88,19,0
105,88,22,0
105,88,25,0
105,88,28,0
105,88,31,0
105,88,34,0
105,88,37,0
105,88,40,0
105,88,43,0
105,89,15,0
105,92,16,0
105,92,19,0
105,92,22,0
105,92,25,0
105,92,28,0
105,92,31,0
105,92,34,0
105,92,37,0
105,92,40,0
105,92,43,0
105,93,15,0
105,96,16,0
105,96,19,0
105,96,22,0
105,96,25,0
105,96,28,0
105,96,31,0
105,96,34,0
105,96,37,0
105,96,40,0
105,96,43,0
105,97,15,0
105,100,16,0
105,100,19,0
105,100,22,0
105,100,25,0
105,100,28,0
105,100,31,0
105,100,34,0
105,100,37,0
105,100,40,0
105,100,43,0
106,30,15,0
110,32,16,0
110,32,19,0
110,32,22,0
110,32,25,0
110,32,28,0
110,32,31,0
110,32,34,0
110,32,37,0
110,32,40,0
110,32,43,0
110,33,15,0
110,36,16,0
110,36,19,0
110,36,22,0
110,36,25,0
110,36,28,0
110,36,31,0
110,36,34,0
110,36,37,0
110,36,40,0
110,36,43,0
110,37,15,0
110,40,16,0
110,40,19,0
110,40,22,0
110,40,25,0
110,40,28,0
110,40,31,0
110,40,34,0
110,40,37,0
110,40,40,0
110,40,43,0
110,41,15,0
110,44,16,0
110,44,19,0
110,44,22,0
110,44,25,0
110,44,28,0
110,44,31,0
110,44,34,0
110,44,37,0
110,44,40,0
110,44,43,0
110,45,15,0
110,48,16,0
110,48,19,0
110,48,22,0
110,48,25,0
110,48,28,0
110,48,31,0
110,48,34,0
110,48,37,0
110,48,40,0
110,48,43,0
110,49,15,0
110,52,16,0
110,52,19,0
110,52,22,0
110,52,25,0
110,52,28,0
110,52,31,0
110,52,34,0
110,52,37,0
110,52,40,0
110,52,43,0
110,53,15,0
110,56,16,0
110,56,19,0
110,56,22,0
110,56,25,0
110,56,28,0
110,56,31,0
110,56,34,0
110,56,37,0
110,56,40,0
110,56,43,0
110,57,15,0
110,60,16,0
110,60,19,0
110,60,22,0
110,60,25,0
110,60,28,0
110,60,31,0
110,60,34,0
110,60,37,0
110,60,40,0
110,60,43,0
110,61,15,0
110,64,16,0
110,64,19,0
110,64,22,0
110,64,25,0
110,64,28,0
110,64,31,0
110,64,34,0
110,64,37,0
110,64,40,0
110,64,43,0
110,65,15,0
110,68,16,0
110,68,19,0
110,68,22,0
110,68,25,0
110,68,28,0
110,68,31,0
110,68,34,0
110,68,37,0
110,68,40,0
110,68,43,0
110,69,15,0
110,72,16,0
110,72,19,0
110,72,22,0
110,72,25,0
110,72,28,0
110,72,31,0
110,72,34,0
110,72,37,0
110,72,40,0
110,72,43,0
110,73,15,0
110,76,16,0
110,76,19,0
110,76,22,0
110,76,25,0
110,76,28,0
110,76,31,0
110,76,34,0
110,76,37,0
110,76,40,0
110,76,43,0
110,77,15,0
110,80,16,0
110,80,19,0
110,80,22,0
110,80,25,0
110,80,28,0
110,80,31,0
110,80,34,0
110,80,37,0
110,80,40,0
110,80,43,0
110,81,15,0
110,84,16,0
110,84,19,0
110,84,22,0
110,84,25,0
110,84,28,0
110,84,31,0
110,84,34,0
110,84,37,0
110,84,40,0
110,84,43,0
110,85,15,0
110,88,16,0
110,88,19,0
110,88,22,0
110,88,25,0
110,88,28,0
110,88,31,0
110,88,34,0
110,88,37,0
110,88,40,0
110,88,43,0
110,89,15,0
110,92,16,0
110,92,19,0
110,92,22,0
110,92,25,0
110,92,28,0
110,92,31,0
110,92,34,0
110,92,37,0
110,92,40,0
110,92,43,0
110,93,15,0
110,96,16,0
110,96,19,0
110,96,22,0
110,96,25,0
110,96,28,0
110,96,31,0
110,96,34,0
110,96,37,0
110,96,40,0
110,96,43,0
110,97,15,0
110,100,16,0
110,100,19,0
110,100,22,0
110,100,25,0
110,100,28,0
110,100,31,0
110,100,34,0
110,100,37,0
110,100,40,0
110,100,43,0
111,30,15,0
115,32,16,0
115,32,19,0
115,32,22,0
115,32,25,0
115,32,28,0
115,32,31,0
115,32,34,0
115,32,37,0
115,32,40,0
115,32,43,0
115,33,15,0
115,36,16,0
115,36,19,0
115,36,22,0
115,36,25,0
115,36,28,0
115,36,31,0
115,36,34,0
115,36,37,0
115,36,40,0
115,36,43,0
115,37,15,0
115,40,16,0
115,40,19,0
115,40,22,0
115,40,25,0
115,40,28,0
115,40,31,0
115,40,34,0
115,40,37,0
115,40,40,0
115,40,43,0
115,41,15,0
115,44,16,0
115,44,19,0
115,44,22,0
115,44,25,0
115,44,28,0
115,44,31,0
115,44,34,0
115,44,37,0
115,44,40,0
115,44,43,0
115,45,15,0
115,48,16,0
115,48,19,0
115,48,22,0
115,48,25,0
115,48,28,0
115,48,31,0
115,48,34,0
115,48,37,0
115,48,40,0
115,48,43,0
115,49,15,0
115,52,16,0
115,52,19,0
115,52,22,0
115,52,25,0
115,52,28,0
115,52,31,0
115,52,34,0
115,52,37,0
115,52,40,0
115,52,43,0
115,53,15,0
115,56,16,0
115,56,19,0
115,56,22,0
115,56,25,0
115,56,28,0
115,56,31,0
115,56,34,0
115,56,37,0
115,56,40,0
115,56,43,0
115,57,15,0
115,60,16,0
115,60,19,0
115,60,22,0
115,60,25,0
115,60,28,0
115,60,31,0
115,60,34,0
115,60,37,0
115,60,40,0
115,60,43,0
115,61,15,0
115,64,16,0
115,64,19,0
115,64,22,0
115,64,25,0
115,64,28,0
115,64,31,0
115,64,34,0
115,64,37,0
115,64,40,0
115,64,43,0
115,65,15,0
115,68,16,0
115,68,19,0
115,68,22,0
115,68,25,0
115,68,28,0
115,68,31,0
115,68,34,0
115,68,37,0
115,68,40,0
115,68,43,0
115,69,15,0
115,72,16,0
115,72,19,0
115,72,22,0
115,72,25,0
115,72,28,0
115,72,31,0
115,72,34,0
115,72,37,0
115,72,40,0
115,72,43,0
115,73,15,0
115,76,16,0
115,76,19,0
115,76,22,0
115,76,25,0
115,76,28,0
115,76,31,0
115,76,34,0
115,76,37,0
115,76,40,0
115,76,43,0
115,77,15,0
115,80,16,0
115,80,19,0
115,80,22,0
115,80,25,0
115,80,28,0
115,80,31,0
115,80,34,0
115,80,37,0
115,80,40,0
115,80,43,0
115,81,15,0
115,84,16,0
115,84,19,0
115,84,22,0
115,84,25,0
115,84,28,0
115,84,31,0
115,84,34,0
115,84,37,0
115,84,40,0
115,84,43,0
115,85,15,0
115,88,16,0
115,88,19,0
115,88,22,0
115,88,25,0
115,88,28,0
115,88,31,0
115,88,34,0
115,88,37,0
115,88,40,0
115,88,43,0
115,89,15,0
115,92,16,0
115,92,19,0
115,92,22,0
115,92,25,0
115,92,28,0
115,92,31,0
115,92,34,0
115,92,37,0
115,92,40,0
115,92,43,0
115,93,15,0
115,96,16,0
115,96,19,0
115,96,22,0
115,96,25,0
115,96,28,0
115,96,31,0
115,96,34,0
115,96,37,0
115,96,40,0
115,96,43,0
115,97,15,0
115,100,16,0
115,100,19,0
115,100,22,0
115,100,25,0
115,100,28,0
115,100,31,0
115,100,34,0
115,100,37,0
115,100,40,0
115,100,43,0
116,30,15,0
120,32,16,0
120,32,19,0
120,32,22,0
120,32,25,0
120,32,28,0
120,32,31,0
120,32,34,0
120,32,37,0
120,32,40,0
120,32,43,0
120,33,15,0
120,36,16,0
120,36,19,0
120,36,22,0
120,36,25,0
120,36,28,0
120,36,31,0
120,36,34,0
120,36,37,0
120,36,40,0
120,36,43,0
120,37,15,0
120,40,16,0
120,40,19,0
120,40,22,0
120,40,25,0
120,40,28,0
120,40,31,0
120,40,34,0
120,40,37,0
120,40,40,0
120,40,43,0
120,41,15,0
120,44,16,0
120,44,19,0
120,44,22,0
120,44,25,0
120,44,28,0
120,44,31,0
120,44,34,0
120,44,37,0
120,44,40,0
120,44,43,0
120,45,15,0
120,48,16,0
120,48,19,0
120,48,22,0
120,48,25,0
120,48,28,0
120,48,31,0
120,48,34,0
120,48,37,0
120,48,40,0
120,48,43,0
120,49,15,0
120,52,16,0
120,52,19,0
120,52,22,0
120,52,25,0
120,52,28,0
120,52,31,0
120,52,34,0
120,52,37,0
120,52,40,0
120,52,43,0
120,53,15,0
120,56,16,0
120,56,19,0
120,56,22,0
120,56,25,0
120,56,28,0
120,56,31,0
120,56,34,0
120,56,37,0
120,56,40,0
120,56,43,0
120,57,15,0
120,60,16,0
120,60,19,0
120,60,22,0
120,60,25,0
120,60,28,0
120,60,31,0
120,60,34,0
120,60,37,0
120,60,40,0
120,60,43,0
120,61,15,0
120,64,16,0
120,64,19,0
120,64,22,0
120,64,25,0
120,64,28,0
120,64,31,0
120,64,34,0
120,64,37,0
120,64,40,0
120,64,43,0
120,65,15,0
120,68,16,0
120,68,19,0
120,68,22,0
120,68,25,0
120,68,28,0
120,68,31,0
120,68,34,0
120,68,37,0
120,68,40,0
120,68,43,0
120,69,15,0
120,72,16,0
120,72,19,0
120,72,22,0
120,72,25,0
120,72,28,0
120,72,31,0
120,72,34,0
120,72,37,0
120,72,40,0
120,72,43,0
120,73,15,0
120,76,16,0
120,76,19,0
120,76,22,0
120,76,25,0
120,76,28,0
120,76,31,0
120,76,34,0
120,76,37,0
120,76,40,0
120,76,43,0
120,77,15,0
120,80,16,0
120,80,19,0
120,80,22,0
120,80,25,0
120,80,28,0
120,80,31,0
120,80,34,0
120,80,37,0
120,80,40,0
120,80,43,0
120,81,15,0
120,84,16,0
120,84,19,0
120,84,22,0
120,84,25,0
120,84,28,0
120,84,31,0
120,84,34,0
120,84,37,0
120,84,40,0
120,84,43,0
120,85,15,0
120,88,16,0
120,88,19,0
120,88,22,0
120,88,25,0
120,88,28,0
120,88,31,0
120,88,34,0
120,88,37,0
120,88,40,0
120,88,43,0
120,89,15,0
120,92,16,0
120,92,19,0
120,92,22,0
120,92,25,0
120,92,28,0
120,92,31,0
120,92,34,0
120,92,37,0
120,92,40,0
120,92,43,0
120,93,15,0
120,96,16,0
120,96,19,0
120,96,22,0
120,96,25,0
120,96,28,0
120,96,31,0
120,96,34,0
120,96,37,0
120,96,40,0
120,96,43,0
120,97,15,0
120,100,16,0
120,100,19,0
120,100,22,0
120,100,25,0
120,100,28,0
120,100,31,0
120,100,34,0
120,100,37,0
120,100,40,0
120,100,43,0
121,30,15,0
125,32,16,0
125,32,19,0
125,32,22,0
125,32,25,0
125,32,28,0
125,32,31,0
125,32,34,0
125,32,37,0
125,32,40,0
125,32,43,0
125,33,15,0
125,36,16,0
125,36,19,0
125,36,22,0
125,36,25,0
125,36,28,0
125,36,31,0
125,36,34,0
125,36,37,0
125,36,40,0
125,36,43,0
125,37,15,0
125,40,16,0
125,40,19,0
125,40,22,0
125,40,25,0
125,40,28,0
125,40,31,0
125,40,34,0
125,40,37,0
125,40,40,0
125,40,43,0
125,41,15,0
125,44,16,0
125,44,19,0
125,44,22,0
125,44,25,0
125,44,28,0
125,44,31,0
125,44,34,0
125,44,37,0
125,44,40,0
125,44,43,0
125,45,15,0
125,48,16,0
125,48,19,0
125,48,22,0
125,48,25,0
125,48,28,0
125,48,31,0
125,48,34,0
125,48,37,0
125,48,40,0
125,48,43,0
125,49,15,0
125,52,16,0
125,52,19,0
125,52,22,0
125,52,25,0
125,52,28,0
125,52,31,0
125,52,34,0
125,52,37,0
125,52,40,0
125,52,43,0
125,53,15,0
125,56,16,0
125,56,19,0
125,56,22,0
125,56,25,0
125,56,28,0
125,56,31,0
125,56,34,0
125,56,37,0
125,56,40,0
125,56,43,0
125,57,15,0
125,60,16,0
125,60,19,0
125,60,22,0
125,60,25,0
125,60,28,0
125,60,31,0
125,60,34,0
125,60,37,0
125,60,40,0
125,60,43,0
125,61,15,0
125,64,16,0
125,64,19,0
125,64,22,0
125,64,25,0
125,64,28,0
125,64,31,0
125,64,34,0
125,64,37,0
125,64,40,0
125,64,43,0
125,65,15,0
125,68,16,0
125,68,19,0
125,68,22,0
125,68,25,0
125,68,28,0
125,68,31,0
125,68,34,0
125,68,37,0
125,68,40,0
125,68,43,0
125,69,15,0
125,72,16,0
125,72,19,0
125,72,22,0
125,72,25,0
125,72,28,0
125,72,31,0
125,72,34,0
125,72,37,0
125,72,40,0
125,72,43,0
125,73,15,0
125,76,16,0
125,76,19,0
125,76,22,0
125,76,25,0
125,76,28,0
125,76,31,0
125,76,34,0
125,76,37,0
125,76,40,0
125,76,43,0
125,77,15,0
125,80,16,1
125,80,19,1
125,80,22,1
125,80,25,1
125,80,28,0
125,80,31,0
125,80,34,0
125,80,37,0
125,80,40,0
125,80,43,0
125,81,15,1
125,84,16,1
125,84,19,1
125,84,22,1
125,84,25,1
125,84,28,1
125,84,31,1
125,84,34,1
125,84,37,0
125,84,40,0
125,84,43,0
125,85,15,1
125,88,16,1
125,88,19,1
125,88,22,1
125,88,25,1
125,88,28,0
125,88,31,0
125,88,34,0
125,88,37,0
125,88,40,0
125,88,43,0
125,89,15,1
125,92,16,1
125,92,19,1
125,92,22,1
125,92,25,1
125,92,28,0
125,92,31,0
125,92,34,0
125,92,37,0
125,92,40,0
125,92,43,0
125,93,15,1
125,96,16,1
125,96,19,1
125,96,22,1
125,96,25,1
125,96,28,0
125,96,31,0
125,96,34,0
125,96,37,0
125,96,40,0
125,96,43,0
125,97,15,1
125,100,16,1
125,100,19,1
125,100,22,1
125,100,25,1
125,100,28,0
125,100,31,0
125,100,34,0
125,100,37,0
125,100,40,0
125,100,43,0
126,30,15,0
130,32,16,0
130,32,19,0
130,32,22,0
130,32,25,0
130,32,28,0
130,32,31,0
130,32,34,0
130,32,37,0
130,32,40,0
130,32,43,0
130,33,15,0
130,36,16,0
130,36,19,0
130,36,22,0
130,36,25,0
130,36,28,0
130,36,31,0
130,36,34,0
130,36,37,0
130,36,40,0
130,36,43,0
130,37,15,0
130,40,16,0
130,40,19,0
130,40,22,0
130,40,25,0
130,40,28,0
130,40,31,0
130,40,34,0
130,40,37,0
130,40,40,0
130,40,43,0
130,41,15,0
130,44,16,0
130,44,19,0
130,44,22,0
130,44,25,0
130,44,28,0
130,44,31,0
130,44,34,0
130,44,37,0
130,44,40,0
130,44,43,0
130,45,15,0
130,48,16,0
130,48,19,0
130,48,22,0
130,48,25,0
130,48,28,0
130,48,31,0
130,48,34,0
130,48,37,0
130,48,40,0
130,48,43,0
130,49,15,0
130,52,16,0
130,52,19,0
130,52,22,0
130,52,25,0
130,52,28,0
130,52,31,0
130,52,34,0
130,52,37,0
130,52,40,0
130,52,43,0
130,53,15,0
130,56,16,0
130,56,19,0
130,56,22,0
130,56,25,0
130,56,28,0
130,56,31,0
130,56,34,0
130,56,37,0
130,56,40,0
130,56,43,0
130,57,15,0
130,60,16,0
130,60,19,0
130,60,22,0
130,60,25,0
130,60,28,0
130,60,31,0
130,60,34,0
130,60,37,0
130,60,40,0
